"Step","ex_iid - test/acc","ex_iid - test/acc__MIN","ex_iid - test/acc__MAX"
"64","0.9516","0.9516","0.9516"
"65","0.9534","0.9534","0.9534"
"66","0.9549","0.9549","0.9549"
"67","0.9532","0.9532","0.9532"
"68","0.9549","0.9549","0.9549"
"69","0.9549","0.9549","0.9549"
"70","0.9563","0.9563","0.9563"
"71","0.9565","0.9565","0.9565"
"72","0.9538","0.9538","0.9538"
"73","0.9576","0.9576","0.9576"
"74","0.9584","0.9584","0.9584"
"75","0.9572","0.9572","0.9572"
"76","0.9582","0.9582","0.9582"
"77","0.9592","0.9592","0.9592"
"78","0.9602","0.9602","0.9602"
"79","0.9564","0.9564","0.9564"
"80","0.9621","0.9621","0.9621"
"81","0.9594","0.9594","0.9594"
"82","0.9622","0.9622","0.9622"
"83","0.9587","0.9587","0.9587"
"84","0.9612","0.9612","0.9612"
"85","0.9621","0.9621","0.9621"
"86","0.9621","0.9621","0.9621"
"87","0.9633","0.9633","0.9633"
"88","0.9627","0.9627","0.9627"
"89","0.9646","0.9646","0.9646"
"90","0.9634","0.9634","0.9634"
"91","0.9648","0.9648","0.9648"
"92","0.9648","0.9648","0.9648"
"93","0.9663","0.9663","0.9663"
"94","0.9634","0.9634","0.9634"
"95","0.9659","0.9659","0.9659"
"96","0.9637","0.9637","0.9637"
"97","0.9659","0.9659","0.9659"
"98","0.968","0.968","0.968"
"99","0.9648","0.9648","0.9648"
"100","0.9673","0.9673","0.9673"
"101","0.9653","0.9653","0.9653"
"102","0.9687","0.9687","0.9687"
"103","0.967","0.967","0.967"
"104","0.9683","0.9683","0.9683"
"105","0.967","0.967","0.967"
"106","0.9691","0.9691","0.9691"
"107","0.9701","0.9701","0.9701"
"108","0.9695","0.9695","0.9695"
"109","0.9695","0.9695","0.9695"
"110","0.9687","0.9687","0.9687"
"111","0.969","0.969","0.969"
"112","0.9702","0.9702","0.9702"
"113","0.9704","0.9704","0.9704"
"114","0.9694","0.9694","0.9694"
"115","0.9716","0.9716","0.9716"
"116","0.9696","0.9696","0.9696"
"117","0.9716","0.9716","0.9716"
"118","0.9717","0.9717","0.9717"
"119","0.9706","0.9706","0.9706"
"120","0.9704","0.9704","0.9704"
"121","0.972","0.972","0.972"
"122","0.9724","0.9724","0.9724"
"123","0.972","0.972","0.972"
"124","0.9722","0.9722","0.9722"
"125","0.9722","0.9722","0.9722"
"126","0.9741","0.9741","0.9741"
"127","0.9732","0.9732","0.9732"
"128","0.9732","0.9732","0.9732"
"129","0.9737","0.9737","0.9737"
"130","0.9742","0.9742","0.9742"
"131","0.974","0.974","0.974"
"132","0.9728","0.9728","0.9728"
"133","0.9725","0.9725","0.9725"
"134","0.9732","0.9732","0.9732"
"135","0.9755","0.9755","0.9755"
"136","0.9756","0.9756","0.9756"
"137","0.9747","0.9747","0.9747"
"138","0.9754","0.9754","0.9754"
"139","0.9742","0.9742","0.9742"
"140","0.9748","0.9748","0.9748"
"141","0.976","0.976","0.976"
"142","0.9761","0.9761","0.9761"
"143","0.9745","0.9745","0.9745"
"144","0.9769","0.9769","0.9769"
"145","0.9765","0.9765","0.9765"
"146","0.9757","0.9757","0.9757"
"147","0.9766","0.9766","0.9766"
"148","0.9755","0.9755","0.9755"
"149","0.9762","0.9762","0.9762"
"150","0.9764","0.9764","0.9764"
"151","0.9753","0.9753","0.9753"
"152","0.977","0.977","0.977"
"153","0.9754","0.9754","0.9754"
"154","0.9762","0.9762","0.9762"
"155","0.9752","0.9752","0.9752"
"156","0.9781","0.9781","0.9781"
"157","0.9778","0.9778","0.9778"
"158","0.9781","0.9781","0.9781"
"159","0.9762","0.9762","0.9762"
"160","0.9771","0.9771","0.9771"
"161","0.9767","0.9767","0.9767"
"162","0.9778","0.9778","0.9778"
"163","0.9774","0.9774","0.9774"
"164","0.9762","0.9762","0.9762"
"165","0.9766","0.9766","0.9766"
"166","0.9773","0.9773","0.9773"
"167","0.9771","0.9771","0.9771"
"168","0.9793","0.9793","0.9793"
"169","0.9767","0.9767","0.9767"
"170","0.9792","0.9792","0.9792"
"171","0.9792","0.9792","0.9792"
"172","0.9794","0.9794","0.9794"
"173","0.9783","0.9783","0.9783"
"174","0.9788","0.9788","0.9788"
"175","0.979","0.979","0.979"
"176","0.98","0.98","0.98"
"177","0.9787","0.9787","0.9787"
"178","0.9805","0.9805","0.9805"
"179","0.9791","0.9791","0.9791"
"180","0.9804","0.9804","0.9804"
"181","0.9789","0.9789","0.9789"
"182","0.9796","0.9796","0.9796"
"183","0.9778","0.9778","0.9778"
"184","0.9809","0.9809","0.9809"
"185","0.98","0.98","0.98"
"186","0.9798","0.9798","0.9798"
"187","0.9798","0.9798","0.9798"
"188","0.9802","0.9802","0.9802"
"189","0.9807","0.9807","0.9807"
"190","0.9804","0.9804","0.9804"
"191","0.9811","0.9811","0.9811"
"192","0.9791","0.9791","0.9791"
"193","0.9803","0.9803","0.9803"
"194","0.98","0.98","0.98"
"195","0.9804","0.9804","0.9804"
"196","0.9795","0.9795","0.9795"
"197","0.9802","0.9802","0.9802"
"198","0.9793","0.9793","0.9793"
"199","0.9811","0.9811","0.9811"
"200","0.98","0.98","0.98"
"201","0.9813","0.9813","0.9813"
"202","0.9816","0.9816","0.9816"
"203","0.9801","0.9801","0.9801"
"204","0.9795","0.9795","0.9795"
"205","0.9804","0.9804","0.9804"
"206","0.981","0.981","0.981"
"207","0.9815","0.9815","0.9815"
"208","0.9808","0.9808","0.9808"
"209","0.981","0.981","0.981"
"210","0.9819","0.9819","0.9819"
"211","0.9814","0.9814","0.9814"
"212","0.9808","0.9808","0.9808"
"213","0.9814","0.9814","0.9814"
"214","0.9811","0.9811","0.9811"
"215","0.982","0.982","0.982"
"216","0.9822","0.9822","0.9822"
"217","0.9821","0.9821","0.9821"
"218","0.9822","0.9822","0.9822"
"219","0.9811","0.9811","0.9811"
"220","0.9824","0.9824","0.9824"
"221","0.9816","0.9816","0.9816"
"222","0.9826","0.9826","0.9826"
"223","0.9806","0.9806","0.9806"
"224","0.9827","0.9827","0.9827"
"225","0.9828","0.9828","0.9828"
"226","0.9832","0.9832","0.9832"
"227","0.9811","0.9811","0.9811"
"228","0.9828","0.9828","0.9828"
"229","0.982","0.982","0.982"
"230","0.9826","0.9826","0.9826"
"231","0.9826","0.9826","0.9826"
"232","0.9825","0.9825","0.9825"
"233","0.9822","0.9822","0.9822"
"234","0.9822","0.9822","0.9822"
"235","0.9817","0.9817","0.9817"
"236","0.9824","0.9824","0.9824"
"237","0.9834","0.9834","0.9834"
"238","0.982","0.982","0.982"
"239","0.9824","0.9824","0.9824"
"240","0.9827","0.9827","0.9827"
"241","0.9828","0.9828","0.9828"
"242","0.9829","0.9829","0.9829"
"243","0.9838","0.9838","0.9838"
"244","0.9827","0.9827","0.9827"
"245","0.9836","0.9836","0.9836"
"246","0.9831","0.9831","0.9831"
"247","0.9822","0.9822","0.9822"
"248","0.9833","0.9833","0.9833"
"249","0.9834","0.9834","0.9834"
"250","0.9836","0.9836","0.9836"
"251","0.9832","0.9832","0.9832"
"252","0.9835","0.9835","0.9835"
"253","0.984","0.984","0.984"
"254","0.9841","0.9841","0.9841"
"255","0.9834","0.9834","0.9834"
"256","0.9831","0.9831","0.9831"
"257","0.9829","0.9829","0.9829"
"258","0.9837","0.9837","0.9837"
"259","0.9833","0.9833","0.9833"
"260","0.9835","0.9835","0.9835"
"261","0.9845","0.9845","0.9845"
"262","0.9841","0.9841","0.9841"
"263","0.9844","0.9844","0.9844"
"264","0.9839","0.9839","0.9839"
"265","0.9837","0.9837","0.9837"
"266","0.9849","0.9849","0.9849"
"267","0.9832","0.9832","0.9832"
"268","0.9839","0.9839","0.9839"
"269","0.9842","0.9842","0.9842"
"270","0.9847","0.9847","0.9847"
"271","0.9831","0.9831","0.9831"
"272","0.9836","0.9836","0.9836"
"273","0.9842","0.9842","0.9842"
"274","0.9841","0.9841","0.9841"
"275","0.9845","0.9845","0.9845"
"276","0.9842","0.9842","0.9842"
"277","0.9845","0.9845","0.9845"
"278","0.9844","0.9844","0.9844"
"279","0.9851","0.9851","0.9851"
"280","0.9852","0.9852","0.9852"
"281","0.9847","0.9847","0.9847"
"282","0.9829","0.9829","0.9829"
"283","0.9843","0.9843","0.9843"
"284","0.9832","0.9832","0.9832"
"285","0.985","0.985","0.985"
"286","0.9843","0.9843","0.9843"
"287","0.9839","0.9839","0.9839"
"288","0.9841","0.9841","0.9841"
"289","0.9843","0.9843","0.9843"
"290","0.9849","0.9849","0.9849"
"291","0.9848","0.9848","0.9848"
"292","0.9851","0.9851","0.9851"
"293","0.9854","0.9854","0.9854"
"294","0.9853","0.9853","0.9853"
"295","0.983","0.983","0.983"
"296","0.985","0.985","0.985"
"297","0.9839","0.9839","0.9839"
"298","0.9855","0.9855","0.9855"
"299","0.9839","0.9839","0.9839"
"300","0.9846","0.9846","0.9846"
"301","0.9846","0.9846","0.9846"
"302","0.9847","0.9847","0.9847"
"303","0.9854","0.9854","0.9854"
"304","0.9854","0.9854","0.9854"
"305","0.9853","0.9853","0.9853"
"306","0.9843","0.9843","0.9843"
"307","0.9852","0.9852","0.9852"
"308","0.9843","0.9843","0.9843"
"309","0.9848","0.9848","0.9848"
"310","0.9851","0.9851","0.9851"
"311","0.9857","0.9857","0.9857"
"312","0.9848","0.9848","0.9848"
"313","0.985","0.985","0.985"
"314","0.9851","0.9851","0.9851"
"315","0.985","0.985","0.985"
"316","0.9856","0.9856","0.9856"
"317","0.9853","0.9853","0.9853"
"318","0.9852","0.9852","0.9852"
"319","0.9855","0.9855","0.9855"
"320","0.9848","0.9848","0.9848"
"321","0.9844","0.9844","0.9844"
"322","0.9855","0.9855","0.9855"
"323","0.9852","0.9852","0.9852"
"324","0.9853","0.9853","0.9853"
"325","0.9859","0.9859","0.9859"
"326","0.9857","0.9857","0.9857"
"327","0.9856","0.9856","0.9856"
"328","0.9858","0.9858","0.9858"
"329","0.9856","0.9856","0.9856"
"330","0.9848","0.9848","0.9848"
"331","0.9846","0.9846","0.9846"
"332","0.9849","0.9849","0.9849"
"333","0.9854","0.9854","0.9854"
"334","0.9842","0.9842","0.9842"
"335","0.9848","0.9848","0.9848"
"336","0.9853","0.9853","0.9853"
"337","0.9847","0.9847","0.9847"
"338","0.9854","0.9854","0.9854"
"339","0.9855","0.9855","0.9855"
"340","0.9851","0.9851","0.9851"
"341","0.9858","0.9858","0.9858"
"342","0.9856","0.9856","0.9856"
"343","0.9862","0.9862","0.9862"
"344","0.9853","0.9853","0.9853"
"345","0.9839","0.9839","0.9839"
"346","0.986","0.986","0.986"
"347","0.9858","0.9858","0.9858"
"348","0.9851","0.9851","0.9851"
"349","0.9867","0.9867","0.9867"
"350","0.9855","0.9855","0.9855"
"351","0.986","0.986","0.986"
"352","0.9858","0.9858","0.9858"
"353","0.9853","0.9853","0.9853"
"354","0.9856","0.9856","0.9856"
"355","0.9858","0.9858","0.9858"
"356","0.9863","0.9863","0.9863"
"357","0.9863","0.9863","0.9863"
"358","0.9863","0.9863","0.9863"
"359","0.9858","0.9858","0.9858"
"360","0.9863","0.9863","0.9863"
"361","0.9859","0.9859","0.9859"
"362","0.9863","0.9863","0.9863"
"363","0.986","0.986","0.986"
"364","0.9858","0.9858","0.9858"
"365","0.9862","0.9862","0.9862"
"366","0.9858","0.9858","0.9858"
"367","0.985","0.985","0.985"
"368","0.9859","0.9859","0.9859"
"369","0.9862","0.9862","0.9862"
"370","0.9861","0.9861","0.9861"
"371","0.9865","0.9865","0.9865"
"372","0.9869","0.9869","0.9869"
"373","0.9865","0.9865","0.9865"
"374","0.9859","0.9859","0.9859"
"375","0.9856","0.9856","0.9856"
"376","0.9854","0.9854","0.9854"
"377","0.9851","0.9851","0.9851"
"378","0.9856","0.9856","0.9856"
"379","0.9855","0.9855","0.9855"
"380","0.9865","0.9865","0.9865"
"381","0.9859","0.9859","0.9859"
"382","0.9858","0.9858","0.9858"
"383","0.9861","0.9861","0.9861"
"384","0.9866","0.9866","0.9866"
"385","0.9861","0.9861","0.9861"
"386","0.9862","0.9862","0.9862"
"387","0.9873","0.9873","0.9873"
"388","0.9858","0.9858","0.9858"
"389","0.9869","0.9869","0.9869"
"390","0.986","0.986","0.986"
"391","0.9867","0.9867","0.9867"
"392","0.9869","0.9869","0.9869"
"393","0.9862","0.9862","0.9862"
"394","0.987","0.987","0.987"
"395","0.9857","0.9857","0.9857"
"396","0.9867","0.9867","0.9867"
"397","0.9864","0.9864","0.9864"
"398","0.9865","0.9865","0.9865"
"399","0.9872","0.9872","0.9872"
"400","0.9861","0.9861","0.9861"
"401","0.986","0.986","0.986"
"402","0.9865","0.9865","0.9865"
"403","0.9858","0.9858","0.9858"
"404","0.9867","0.9867","0.9867"
"405","0.9865","0.9865","0.9865"
"406","0.9865","0.9865","0.9865"
"407","0.9866","0.9866","0.9866"
"408","0.9869","0.9869","0.9869"
"409","0.9867","0.9867","0.9867"
"410","0.9862","0.9862","0.9862"
"411","0.9856","0.9856","0.9856"
"412","0.987","0.987","0.987"
"413","0.9869","0.9869","0.9869"
"414","0.9867","0.9867","0.9867"
"415","0.9862","0.9862","0.9862"
"416","0.9876","0.9876","0.9876"
"417","0.9864","0.9864","0.9864"
"418","0.9866","0.9866","0.9866"
"419","0.9866","0.9866","0.9866"
"420","0.9864","0.9864","0.9864"
"421","0.9869","0.9869","0.9869"
"422","0.9862","0.9862","0.9862"
"423","0.9862","0.9862","0.9862"
"424","0.987","0.987","0.987"
"425","0.9867","0.9867","0.9867"
"426","0.986","0.986","0.986"
"427","0.9874","0.9874","0.9874"
"428","0.9869","0.9869","0.9869"
"429","0.9872","0.9872","0.9872"
"430","0.9865","0.9865","0.9865"
"431","0.9871","0.9871","0.9871"
"432","0.9871","0.9871","0.9871"
"433","0.9874","0.9874","0.9874"
"434","0.987","0.987","0.987"
"435","0.9879","0.9879","0.9879"
"436","0.987","0.987","0.987"
"437","0.987","0.987","0.987"
"438","0.9858","0.9858","0.9858"
"439","0.9867","0.9867","0.9867"
"440","0.9869","0.9869","0.9869"
"441","0.9877","0.9877","0.9877"
"442","0.9873","0.9873","0.9873"
"443","0.987","0.987","0.987"
"444","0.9865","0.9865","0.9865"
"445","0.987","0.987","0.987"
"446","0.9867","0.9867","0.9867"
"447","0.9881","0.9881","0.9881"
"448","0.9866","0.9866","0.9866"
"449","0.9872","0.9872","0.9872"
"450","0.9865","0.9865","0.9865"
"451","0.9877","0.9877","0.9877"
"452","0.9863","0.9863","0.9863"
"453","0.9878","0.9878","0.9878"
"454","0.9865","0.9865","0.9865"
"455","0.987","0.987","0.987"
"456","0.988","0.988","0.988"
"457","0.9867","0.9867","0.9867"
"458","0.9867","0.9867","0.9867"
"459","0.9873","0.9873","0.9873"
"460","0.987","0.987","0.987"
"461","0.9876","0.9876","0.9876"
"462","0.9873","0.9873","0.9873"
"463","0.9871","0.9871","0.9871"
"464","0.9874","0.9874","0.9874"
"465","0.9876","0.9876","0.9876"
"466","0.988","0.988","0.988"
"467","0.9873","0.9873","0.9873"
"468","0.9876","0.9876","0.9876"
"469","0.9868","0.9868","0.9868"
"470","0.9866","0.9866","0.9866"
"471","0.9869","0.9869","0.9869"
"472","0.9863","0.9863","0.9863"
"473","0.987","0.987","0.987"
"474","0.9863","0.9863","0.9863"
"475","0.9865","0.9865","0.9865"
"476","0.9865","0.9865","0.9865"
"477","0.987","0.987","0.987"
"478","0.9868","0.9868","0.9868"
"479","0.9875","0.9875","0.9875"
"480","0.9869","0.9869","0.9869"
"481","0.9869","0.9869","0.9869"
"482","0.9863","0.9863","0.9863"
"483","0.9872","0.9872","0.9872"
"484","0.9871","0.9871","0.9871"
"485","0.9876","0.9876","0.9876"
"486","0.9872","0.9872","0.9872"
"487","0.9873","0.9873","0.9873"
"488","0.9875","0.9875","0.9875"
"489","0.9872","0.9872","0.9872"
"490","0.987","0.987","0.987"
"491","0.9877","0.9877","0.9877"
"492","0.9866","0.9866","0.9866"
"493","0.9872","0.9872","0.9872"
"494","0.9883","0.9883","0.9883"
"495","0.9869","0.9869","0.9869"
"496","0.9877","0.9877","0.9877"
"497","0.9862","0.9862","0.9862"
"498","0.988","0.988","0.988"
"499","0.987","0.987","0.987"
"500","0.9875","0.9875","0.9875"
"501","0.9871","0.9871","0.9871"
"502","0.9863","0.9863","0.9863"
"503","0.9875","0.9875","0.9875"
"504","0.9869","0.9869","0.9869"
"505","0.9871","0.9871","0.9871"
"506","0.9876","0.9876","0.9876"
"507","0.9885","0.9885","0.9885"
"508","0.9879","0.9879","0.9879"
"509","0.9867","0.9867","0.9867"
"510","0.9879","0.9879","0.9879"
"511","0.9864","0.9864","0.9864"
"512","0.988","0.988","0.988"
"513","0.9874","0.9874","0.9874"
"514","0.9878","0.9878","0.9878"
"515","0.9875","0.9875","0.9875"
"516","0.9868","0.9868","0.9868"
"517","0.9877","0.9877","0.9877"
"518","0.9864","0.9864","0.9864"
"519","0.9883","0.9883","0.9883"
"520","0.9882","0.9882","0.9882"
"521","0.9874","0.9874","0.9874"
"522","0.9873","0.9873","0.9873"
"523","0.9869","0.9869","0.9869"
"524","0.9864","0.9864","0.9864"
"525","0.9878","0.9878","0.9878"
"526","0.9878","0.9878","0.9878"
"527","0.9871","0.9871","0.9871"
"528","0.9878","0.9878","0.9878"
"529","0.9875","0.9875","0.9875"
"530","0.9866","0.9866","0.9866"
"531","0.9868","0.9868","0.9868"
"532","0.9875","0.9875","0.9875"
"533","0.9868","0.9868","0.9868"
"534","0.9883","0.9883","0.9883"
"535","0.9876","0.9876","0.9876"
"536","0.9876","0.9876","0.9876"
"537","0.9884","0.9884","0.9884"
"538","0.9883","0.9883","0.9883"
"539","0.9869","0.9869","0.9869"
"540","0.9876","0.9876","0.9876"
"541","0.9875","0.9875","0.9875"
"542","0.988","0.988","0.988"
"543","0.9873","0.9873","0.9873"
"544","0.9882","0.9882","0.9882"
"545","0.9875","0.9875","0.9875"
"546","0.9881","0.9881","0.9881"
"547","0.9875","0.9875","0.9875"
"548","0.9873","0.9873","0.9873"
"549","0.9874","0.9874","0.9874"
"550","0.9871","0.9871","0.9871"
"551","0.9872","0.9872","0.9872"
"552","0.988","0.988","0.988"
"553","0.9875","0.9875","0.9875"
"554","0.9877","0.9877","0.9877"
"555","0.9879","0.9879","0.9879"
"556","0.988","0.988","0.988"
"557","0.9884","0.9884","0.9884"
"558","0.9879","0.9879","0.9879"
"559","0.9877","0.9877","0.9877"
"560","0.9891","0.9891","0.9891"
"561","0.9874","0.9874","0.9874"
"562","0.9882","0.9882","0.9882"
"563","0.9869","0.9869","0.9869"
"564","0.9869","0.9869","0.9869"
"565","0.9875","0.9875","0.9875"
"566","0.9884","0.9884","0.9884"
"567","0.9877","0.9877","0.9877"
"568","0.9882","0.9882","0.9882"
"569","0.9883","0.9883","0.9883"
"570","0.9878","0.9878","0.9878"
"571","0.989","0.989","0.989"
"572","0.9872","0.9872","0.9872"
"573","0.9885","0.9885","0.9885"
"574","0.9867","0.9867","0.9867"
"575","0.9887","0.9887","0.9887"
"576","0.9879","0.9879","0.9879"
"577","0.9874","0.9874","0.9874"
"578","0.9882","0.9882","0.9882"
"579","0.9877","0.9877","0.9877"
"580","0.9877","0.9877","0.9877"
"581","0.9884","0.9884","0.9884"
"582","0.9882","0.9882","0.9882"
"583","0.9871","0.9871","0.9871"
"584","0.989","0.989","0.989"
"585","0.9881","0.9881","0.9881"
"586","0.988","0.988","0.988"
"587","0.9874","0.9874","0.9874"
"588","0.9882","0.9882","0.9882"
"589","0.9878","0.9878","0.9878"
"590","0.9872","0.9872","0.9872"
"591","0.9885","0.9885","0.9885"
"592","0.9885","0.9885","0.9885"
"593","0.9869","0.9869","0.9869"
"594","0.9882","0.9882","0.9882"
"595","0.9882","0.9882","0.9882"
"596","0.9881","0.9881","0.9881"
"597","0.9883","0.9883","0.9883"
"598","0.9875","0.9875","0.9875"
"599","0.9884","0.9884","0.9884"
"600","0.9881","0.9881","0.9881"
"601","0.9879","0.9879","0.9879"
"602","0.9883","0.9883","0.9883"
"603","0.988","0.988","0.988"
"604","0.9882","0.9882","0.9882"
"605","0.9881","0.9881","0.9881"
"606","0.9886","0.9886","0.9886"
"607","0.9888","0.9888","0.9888"
"608","0.9878","0.9878","0.9878"
"609","0.9886","0.9886","0.9886"
"610","0.9877","0.9877","0.9877"
"611","0.9882","0.9882","0.9882"
"612","0.9874","0.9874","0.9874"
"613","0.9883","0.9883","0.9883"
"614","0.9875","0.9875","0.9875"
"615","0.9871","0.9871","0.9871"
"616","0.9887","0.9887","0.9887"
"617","0.9883","0.9883","0.9883"
"618","0.9886","0.9886","0.9886"
"619","0.9879","0.9879","0.9879"
"620","0.9883","0.9883","0.9883"
"621","0.9885","0.9885","0.9885"
"622","0.987","0.987","0.987"
"623","0.9894","0.9894","0.9894"
"624","0.9885","0.9885","0.9885"
"625","0.9879","0.9879","0.9879"
"626","0.989","0.989","0.989"
"627","0.9879","0.9879","0.9879"
"628","0.9885","0.9885","0.9885"
"629","0.988","0.988","0.988"
"630","0.988","0.988","0.988"
"631","0.9881","0.9881","0.9881"
"632","0.9885","0.9885","0.9885"
"633","0.9878","0.9878","0.9878"
"634","0.9885","0.9885","0.9885"
"635","0.9888","0.9888","0.9888"
"636","0.9885","0.9885","0.9885"
"637","0.9888","0.9888","0.9888"
"638","0.9883","0.9883","0.9883"
"639","0.9874","0.9874","0.9874"
"640","0.9885","0.9885","0.9885"
"641","0.9883","0.9883","0.9883"
"642","0.9882","0.9882","0.9882"
"643","0.9882","0.9882","0.9882"
"644","0.9883","0.9883","0.9883"
"645","0.9877","0.9877","0.9877"
"646","0.9883","0.9883","0.9883"
"647","0.9874","0.9874","0.9874"
"648","0.9881","0.9881","0.9881"
"649","0.9881","0.9881","0.9881"
"650","0.9885","0.9885","0.9885"
"651","0.9888","0.9888","0.9888"
"652","0.988","0.988","0.988"
"653","0.9889","0.9889","0.9889"
"654","0.9873","0.9873","0.9873"
"655","0.9889","0.9889","0.9889"
"656","0.9884","0.9884","0.9884"
"657","0.9884","0.9884","0.9884"
"658","0.9891","0.9891","0.9891"
"659","0.9879","0.9879","0.9879"
"660","0.9882","0.9882","0.9882"
"661","0.9881","0.9881","0.9881"
"662","0.9874","0.9874","0.9874"
"663","0.9885","0.9885","0.9885"
"664","0.9868","0.9868","0.9868"
"665","0.9886","0.9886","0.9886"
"666","0.9878","0.9878","0.9878"
"667","0.9882","0.9882","0.9882"
"668","0.9877","0.9877","0.9877"
"669","0.9886","0.9886","0.9886"
"670","0.9885","0.9885","0.9885"
"671","0.9883","0.9883","0.9883"
"672","0.9876","0.9876","0.9876"
"673","0.9886","0.9886","0.9886"
"674","0.9893","0.9893","0.9893"
"675","0.9876","0.9876","0.9876"
"676","0.989","0.989","0.989"
"677","0.9871","0.9871","0.9871"
"678","0.989","0.989","0.989"
"679","0.9886","0.9886","0.9886"
"680","0.9894","0.9894","0.9894"
"681","0.9882","0.9882","0.9882"
"682","0.988","0.988","0.988"
"683","0.989","0.989","0.989"
"684","0.9888","0.9888","0.9888"
"685","0.9888","0.9888","0.9888"
"686","0.9884","0.9884","0.9884"
"687","0.989","0.989","0.989"
"688","0.9888","0.9888","0.9888"
"689","0.9887","0.9887","0.9887"
"690","0.9882","0.9882","0.9882"
"691","0.9886","0.9886","0.9886"
"692","0.9883","0.9883","0.9883"
"693","0.9888","0.9888","0.9888"
"694","0.9886","0.9886","0.9886"
"695","0.9883","0.9883","0.9883"
"696","0.9883","0.9883","0.9883"
"697","0.9893","0.9893","0.9893"
"698","0.9876","0.9876","0.9876"
"699","0.9894","0.9894","0.9894"
"700","0.9885","0.9885","0.9885"
"701","0.989","0.989","0.989"
"702","0.9886","0.9886","0.9886"
"703","0.9882","0.9882","0.9882"
"704","0.989","0.989","0.989"
"705","0.9883","0.9883","0.9883"
"706","0.9894","0.9894","0.9894"
"707","0.9876","0.9876","0.9876"
"708","0.9895","0.9895","0.9895"
"709","0.988","0.988","0.988"
"710","0.9886","0.9886","0.9886"
"711","0.9891","0.9891","0.9891"
"712","0.9891","0.9891","0.9891"
"713","0.9881","0.9881","0.9881"
"714","0.9888","0.9888","0.9888"
"715","0.9885","0.9885","0.9885"
"716","0.989","0.989","0.989"
"717","0.9888","0.9888","0.9888"
"718","0.9879","0.9879","0.9879"
"719","0.9889","0.9889","0.9889"
"720","0.9887","0.9887","0.9887"
"721","0.9886","0.9886","0.9886"
"722","0.9893","0.9893","0.9893"
"723","0.989","0.989","0.989"
"724","0.9883","0.9883","0.9883"
"725","0.9893","0.9893","0.9893"
"726","0.9884","0.9884","0.9884"
"727","0.9892","0.9892","0.9892"
"728","0.9872","0.9872","0.9872"
"729","0.9886","0.9886","0.9886"
"730","0.9876","0.9876","0.9876"
"731","0.9887","0.9887","0.9887"
"732","0.9886","0.9886","0.9886"
"733","0.9887","0.9887","0.9887"
"734","0.9888","0.9888","0.9888"
"735","0.9884","0.9884","0.9884"
"736","0.9878","0.9878","0.9878"
"737","0.9885","0.9885","0.9885"
"738","0.9879","0.9879","0.9879"
"739","0.9886","0.9886","0.9886"
"740","0.9876","0.9876","0.9876"
"741","0.989","0.989","0.989"
"742","0.9891","0.9891","0.9891"
"743","0.9882","0.9882","0.9882"
